phenotype_id	phenotype_label	upheno_id	upheno_label
ZP:0137427	blood viscosity, abnormal	UPHENO:7000961	blood viscosity
MP:0001661	extended life span	UPHENO:7000962	extended life span
WBPhenotype:0000061	extended life span	UPHENO:7000962	extended life span
MP:0001684	abnormal axial mesoderm morphology	UPHENO:7000963	axial mesoderm morphology
XPO:0102672	abnormal axial mesoderm morphology	UPHENO:7000963	axial mesoderm morphology
MP:0002418	increased susceptibility to viral infection	UPHENO:7000965	increased susceptibility to viral infection
WBPhenotype:0002252	increased susceptibility to viral infection	UPHENO:7000965	increased susceptibility to viral infection
MP:0002651	abnormal sciatic nerve morphology	UPHENO:7000966	sciatic nerve morphology
XPO:0102464	abnormal sciatic nerve morphology	UPHENO:7000966	sciatic nerve morphology
MP:0002786	abnormal Leydig cell morphology	UPHENO:7000968	leydig cell morphology
XPO:0101989	abnormal Leydig cell morphology	UPHENO:7000968	leydig cell morphology
HP:0040107	Abnormal posterior semicircular canal morphology	UPHENO:7000969	posterior semicircular canal morphology
MP:0002858	abnormal posterior semicircular canal morphology	UPHENO:7000969	posterior semicircular canal morphology
MP:0002877	abnormal melanocyte morphology	UPHENO:7000970	melanocyte morphology
ZP:0001260	melanocyte morphology, abnormal	UPHENO:7000970	melanocyte morphology
MP:0003228	abnormal sinus venosus morphology	UPHENO:7000972	sinus venosus morphology
XPO:0103024	abnormal sinus venosus morphology	UPHENO:7000972	sinus venosus morphology
MP:0003257	abnormal abdominal wall morphology	UPHENO:7000973	abdominal wall morphology
XPO:0142060	abnormal abdominal wall morphology	UPHENO:7000973	abdominal wall morphology
MP:0003648	abnormal radial glial cell morphology	UPHENO:7000976	radial glial cell morphology
XPO:0102757	abnormal radial glial cell morphology	UPHENO:7000976	radial glial cell morphology
MP:0003719	abnormal pericyte morphology	UPHENO:7000978	pericyte morphology
XPO:0102109	abnormal pericyte morphology	UPHENO:7000978	pericyte morphology
MP:0003936	abnormal reproductive system development	UPHENO:7000980	reproductive system development; reproductive system development variant
WBPhenotype:0000624	reproductive system development variant	UPHENO:7000980	reproductive system development; reproductive system development variant
MP:0003948	abnormal gas homeostasis	UPHENO:7000981	gas homeostasis
XPO:0141748	abnormal gas homeostasis	UPHENO:7000981	gas homeostasis
APO:0000336	aneuploidy	UPHENO:7000983	aneuploidy
MP:0004024	aneuploidy	UPHENO:7000983	aneuploidy
MP:0004100	abnormal spinal cord interneuron morphology	UPHENO:7000984	spinal cord interneuron morphology
ZP:0006460	spinal cord interneuron morphology, abnormal	UPHENO:7000984	spinal cord interneuron morphology
MP:0004141	abnormal enteroendocrine cell morphology	UPHENO:7000985	enteroendocrine cell morphology
XPO:0101821	abnormal enteroendocrine cell morphology	UPHENO:7000985	enteroendocrine cell morphology
MP:0004808	abnormal hematopoietic stem cell morphology	UPHENO:7000987	hematopoietic stem cell morphology
XPO:0102036	abnormal hematopoietic stem cell morphology	UPHENO:7000987	hematopoietic stem cell morphology
MP:0004861	abnormal Raphe nucleus morphology	UPHENO:7000988	raphe nucleus morphology
XPO:0103231	abnormal raphe nucleus morphology	UPHENO:7000988	raphe nucleus morphology
MP:0004950	abnormal brain vasculature morphology	UPHENO:7000989	brain vasculature morphology
ZP:0005890	brain vasculature morphology, abnormal	UPHENO:7000989	brain vasculature morphology
MP:0004986	abnormal osteoblast morphology	UPHENO:7000990	osteoblast morphology
XPO:0102569	abnormal osteoblast morphology	UPHENO:7000990	osteoblast morphology
MP:0005240	abnormal amacrine cell morphology	UPHENO:7000993	amacrine cell morphology
XPO:0103086	abnormal amacrine cell morphology	UPHENO:7000993	amacrine cell morphology
MP:0005288	abnormal oxygen consumption	UPHENO:7000994	oxygen consumption; oxygen consumption variant
WBPhenotype:0002141	oxygen consumption variant	UPHENO:7000994	oxygen consumption; oxygen consumption variant
MP:0005399	increased susceptibility to fungal infection	UPHENO:7000996	increased susceptibility to fungal infection
WBPhenotype:0002354	increased susceptibility to fungal infection	UPHENO:7000996	increased susceptibility to fungal infection
MP:0005424	jerky movement	UPHENO:7000997	jerky movement
WBPhenotype:0000455	jerky movement	UPHENO:7000997	jerky movement
MP:0005547	abnormal Muller cell morphology	UPHENO:7000998	muller cell morphology
ZP:0006006	Muller cell morphology, abnormal	UPHENO:7000998	muller cell morphology
MP:0005637	abnormal iron homeostasis	UPHENO:7000999	iron homeostasis; iron homeostasis variant
WBPhenotype:0002046	iron homeostasis variant	UPHENO:7000999	iron homeostasis; iron homeostasis variant
MP:0006068	abnormal retina horizontal cell morphology	UPHENO:7001000	horizontal cell morphology; retina horizontal cell morphology
XPO:0102266	abnormal horizontal cell morphology	UPHENO:7001000	horizontal cell morphology; retina horizontal cell morphology
MP:0006071	abnormal retina progenitor cell morphology	UPHENO:7001001	retina progenitor cell morphology; retinal progenitor cell morphology
XPO:0102663	abnormal retinal progenitor cell morphology	UPHENO:7001001	retina progenitor cell morphology; retinal progenitor cell morphology
MP:0006092	abnormal olfactory sensory neuron morphology	UPHENO:7001002	olfactory sensory neuron morphology
XPO:0102255	abnormal olfactory sensory neuron morphology	UPHENO:7001002	olfactory sensory neuron morphology
MP:0006379	abnormal spermatocyte morphology	UPHENO:7001005	spermatocyte morphology
XPO:0102534	abnormal spermatocyte morphology	UPHENO:7001005	spermatocyte morphology
MP:0006380	abnormal spermatid morphology	UPHENO:7001006	spermatid morphology
XPO:0102061	abnormal spermatid morphology	UPHENO:7001006	spermatid morphology
MP:0008056	abnormal retina ganglion cell morphology	UPHENO:7001007	retina ganglion cell morphology; retinal ganglion cell morphology
ZP:0138376	retinal ganglion cell morphology, abnormal	UPHENO:7001007	retina ganglion cell morphology; retinal ganglion cell morphology
MP:0008231	abnormal habenular commissure morphology	UPHENO:7001008	habenular commissure morphology
ZP:0016480	habenular commissure morphology, abnormal	UPHENO:7001008	habenular commissure morphology
MP:0008391	abnormal primordial germ cell morphology	UPHENO:7001011	primordial germ cell morphology
XPO:0102258	abnormal primordial germ cell morphology	UPHENO:7001011	primordial germ cell morphology
MP:0008990	abnormal Ito cell morphology	UPHENO:7001013	ito cell morphology
ZP:0101789	ito cell morphology, abnormal	UPHENO:7001013	ito cell morphology
MP:0009452	abnormal synaptonemal complex	UPHENO:7001015	synaptonemal complex
PLANP:0000652	abnormal synaptonemal complex	UPHENO:7001015	synaptonemal complex
MP:0009760	abnormal mitotic spindle morphology	UPHENO:7001017	mitotic spindle morphology
XPO:0102896	abnormal mitotic spindle morphology	UPHENO:7001017	mitotic spindle morphology
MP:0009783	abnormal melanoblast morphology	UPHENO:7001018	melanoblast morphology
XPO:0102165	abnormal melanoblast morphology	UPHENO:7001018	melanoblast morphology
MP:0009845	abnormal neural crest cell morphology	UPHENO:7001019	neural crest cell morphology
ZP:0009787	neural crest cell morphology, abnormal	UPHENO:7001019	neural crest cell morphology
MP:0009954	abnormal mitral cell morphology	UPHENO:7001020	mitral cell morphology
XPO:0102771	abnormal mitral cell morphology	UPHENO:7001020	mitral cell morphology
MP:0010913	abnormal neuroendocrine cell morphology	UPHENO:7001021	neuroendocrine cell morphology
XPO:0102504	abnormal neuroendocrine cell morphology	UPHENO:7001021	neuroendocrine cell morphology
MP:0012173	short rostral-caudal axis	UPHENO:7001022	decreased length of anterior-posterior axis; short rostral-caudal axis
XPO:0103561	decreased length of anterior-posterior axis	UPHENO:7001022	decreased length of anterior-posterior axis; short rostral-caudal axis
MP:0012535	abnormal optic fissure closure	UPHENO:7001024	optic fissure closure
ZP:0014839	optic fissure closure, abnormal	UPHENO:7001024	optic fissure closure
MP:0012623	abnormal acetylcholinesterase activity	UPHENO:7001025	acetylcholinesterase activity; acetylcholinesterase activity variant
WBPhenotype:0001987	acetylcholinesterase activity variant	UPHENO:7001025	acetylcholinesterase activity; acetylcholinesterase activity variant
MP:0012700	abnormal endocardial heart tube morphology	UPHENO:7001026	endocardial heart tube morphology; endocardial tube morphology
XPO:0102651	abnormal endocardial tube morphology	UPHENO:7001026	endocardial heart tube morphology; endocardial tube morphology
MP:0012715	abnormal hemangioblast morphology	UPHENO:7001027	hemangioblast morphology
XPO:0103219	abnormal hemangioblast morphology	UPHENO:7001027	hemangioblast morphology
MP:0012736	abnormal polar body morphology	UPHENO:7001028	polar body morphology
XPO:0102270	abnormal polar body morphology	UPHENO:7001028	polar body morphology
MP:0013013	abnormal trunk neural crest cell morphology	UPHENO:7001029	trunk neural crest cell morphology
ZP:0008165	trunk neural crest cell morphology, abnormal	UPHENO:7001029	trunk neural crest cell morphology
MP:0013243	abnormal carbohydrate metabolism	UPHENO:7001031	carbohydrate metabolism; carbohydrate metabolism variant
WBPhenotype:0002072	carbohydrate metabolism variant	UPHENO:7001031	carbohydrate metabolism; carbohydrate metabolism variant
MP:0013657	abnormal blood cell morphology	UPHENO:7001032	blood cell morphology
ZP:0022845	blood cell morphology, abnormal	UPHENO:7001032	blood cell morphology
MP:0014012	abnormal cranial blood vasculature morphology	UPHENO:7001033	cranial blood vasculature morphology; cranial blood vessel morphology
ZP:0011847	cranial blood vessel morphology, abnormal	UPHENO:7001033	cranial blood vasculature morphology; cranial blood vessel morphology
MP:0021198	abnormal sleep duration	UPHENO:7001034	sleep duration
ZP:0017499	sleep duration, abnormal	UPHENO:7001034	sleep duration
MP:0030550	abnormal cementoblast morphology	UPHENO:7001035	cementoblast morphology
XPO:0102958	abnormal cementoblast morphology	UPHENO:7001035	cementoblast morphology
MP:0030592	abnormal manganese homeostasis	UPHENO:7001036	manganese homeostasis; manganese homeostasis variant
WBPhenotype:0001862	manganese homeostasis variant	UPHENO:7001036	manganese homeostasis; manganese homeostasis variant
MP:0031570	enlarged atrioventricular valve	UPHENO:7001037	enlarged atrioventricular valve; increased size of the atrioventricular valve
XPO:0131613	increased size of the atrioventricular valve	UPHENO:7001037	enlarged atrioventricular valve; increased size of the atrioventricular valve
PLANP:0000006	abnormal zygote	UPHENO:7001039	zygote
XPO:0100337	abnormal zygote	UPHENO:7001039	zygote
PLANP:0000045	abnormal glial cell	UPHENO:7001040	glial cell
XPO:0100702	abnormal glial cell	UPHENO:7001040	glial cell
PLANP:0000047	abnormal goblet cell	UPHENO:7001041	goblet cell
XPO:0101014	abnormal goblet cell	UPHENO:7001041	goblet cell
PLANP:0000050	abnormal bipolar neuron	UPHENO:7001042	bipolar neuron
XPO:0101523	abnormal bipolar neuron	UPHENO:7001042	bipolar neuron
PLANP:0000104	abnormal oocyte	UPHENO:7001043	oocyte
XPO:0100025	abnormal oocyte	UPHENO:7001043	oocyte
PLANP:0000108	abnormal gamete	UPHENO:7001044	gamete
XPO:0100316	abnormal gamete	UPHENO:7001044	gamete
PLANP:0000145	abnormal plasma membrane	UPHENO:7001046	plasma membrane
XPO:0101061	abnormal plasma membrane	UPHENO:7001046	plasma membrane
PLANP:0000153	abnormal anterior-posterior axis	UPHENO:7001047	anterior-posterior axis
XPO:0107260	abnormal anterior-posterior axis	UPHENO:7001047	anterior-posterior axis
PLANP:0000188	abnormal efferent neuron	UPHENO:7001048	efferent neuron
XPO:0107286	abnormal efferent neuron	UPHENO:7001048	efferent neuron
FYPO:0002403	abnormal nucleus	UPHENO:7001049	nucleus
XPO:0100894	abnormal nucleus	UPHENO:7001049	nucleus
PLANP:0000213	abnormal left-right axis	UPHENO:7001050	left-right axis
XPO:0107262	abnormal left-right axis	UPHENO:7001050	left-right axis
PLANP:0000215	abnormal blastomere	UPHENO:7001051	blastomere
XPO:0100307	abnormal blastomere	UPHENO:7001051	blastomere
PLANP:0000221	abnormal spermatid	UPHENO:7001052	spermatid
XPO:0100429	abnormal spermatid	UPHENO:7001052	spermatid
PLANP:0000232	abnormal cytoplasm	UPHENO:7001053	cytoplasm
XPO:0100907	abnormal cytoplasm	UPHENO:7001053	cytoplasm
PLANP:0000242	abnormal motor neuron	UPHENO:7001054	motor neuron
XPO:0101133	abnormal motor neuron	UPHENO:7001054	motor neuron
PLANP:0000261	abnormal anatomical region	UPHENO:7001055	anatomical region
XPO:0141315	abnormal anatomical region	UPHENO:7001055	anatomical region
PLANP:0000283	abnormal stem cell	UPHENO:7001056	stem cell
XPO:0100172	abnormal stem cell	UPHENO:7001056	stem cell
PLANP:0000288	abnormal germ cell	UPHENO:7001057	germ cell
XPO:0100026	abnormal germ cell	UPHENO:7001057	germ cell
PLANP:0000290	abnormal anterior commissure	UPHENO:7001058	anterior commissure
XPO:0101194	abnormal anterior commissure	UPHENO:7001058	anterior commissure
PLANP:0000299	abnormal proximal-distal axis	UPHENO:7001059	proximal-distal axis
XPO:0107270	abnormal proximal-distal axis	UPHENO:7001059	proximal-distal axis
PLANP:0000304	abnormal progenitor cell	UPHENO:7001060	progenitor cell
XPO:0100285	abnormal progenitor cell	UPHENO:7001060	progenitor cell
PLANP:0000310	abnormal epithelial cell	UPHENO:7001061	epithelial cell
XPO:0100218	abnormal epithelial cell	UPHENO:7001061	epithelial cell
PLANP:0000313	abnormal endoplasmic reticulum	UPHENO:7001062	endoplasmic reticulum
XPO:0101071	abnormal endoplasmic reticulum	UPHENO:7001062	endoplasmic reticulum
PLANP:0000335	abnormal interneuron	UPHENO:7001064	interneuron
XPO:0100336	abnormal interneuron	UPHENO:7001064	interneuron
PLANP:0000354	abnormal afferent neuron	UPHENO:7001065	afferent neuron
XPO:0107287	abnormal afferent neuron	UPHENO:7001065	afferent neuron
PLANP:0000363	abnormal cell	UPHENO:7001066	cell
XPO:0100004	abnormal cell	UPHENO:7001066	cell
PLANP:0000378	abnormal enteric neuron	UPHENO:7001067	enteric neuron
XPO:0100663	abnormal enteric neuron	UPHENO:7001067	enteric neuron
PLANP:0000393	abnormal dorsal-ventral axis	UPHENO:7001068	dorsal-ventral axis
XPO:0107261	abnormal dorsal-ventral axis	UPHENO:7001068	dorsal-ventral axis
PLANP:0000410	abnormal multicellular anatomical structure	UPHENO:7001069	multicellular anatomical structure
XPO:0100010	abnormal multicellular anatomical structure	UPHENO:7001069	multicellular anatomical structure
PLANP:0000445	abnormal spermatocyte	UPHENO:7001070	spermatocyte
XPO:0100902	abnormal spermatocyte	UPHENO:7001070	spermatocyte
PLANP:0000452	abnormal neuron	UPHENO:7001071	neuron
XPO:0100196	abnormal neuron	UPHENO:7001071	neuron
PLANP:0000546	abnormal dorsal region	UPHENO:7001073	dorsal region
XPO:0107276	abnormal dorsal region	UPHENO:7001073	dorsal region
PLANP:0000556	abnormal antrum	UPHENO:7001075	antrum
XPO:0101112	abnormal antrum	UPHENO:7001075	antrum
PLANP:0000558	abnormal axon	UPHENO:7001076	axon
XPO:0100570	abnormal axon	UPHENO:7001076	axon
PLANP:0000560	abnormal basal body	UPHENO:7001077	basal body
XPO:0101513	abnormal basal body	UPHENO:7001077	basal body
PLANP:0000574	abnormal cilium	UPHENO:7001078	cilium
XPO:0100392	abnormal cilium	UPHENO:7001078	cilium
PLANP:0000577	abnormal dendrite	UPHENO:7001080	dendrite
XPO:0101514	abnormal dendrite	UPHENO:7001080	dendrite
PLANP:0000582	abnormal epidermal cell	UPHENO:7001081	epidermal cell
XPO:0100714	abnormal epidermal cell	UPHENO:7001081	epidermal cell
PLANP:0000624	abnormal pigment cell	UPHENO:7001083	pigment cell
XPO:0101278	abnormal pigment cell	UPHENO:7001083	pigment cell
WBPhenotype:0000071	head morphology variant	UPHENO:7001094	head morphology; head morphology variant
XPO:0101634	abnormal head morphology	UPHENO:7001094	head morphology; head morphology variant
WBPhenotype:0000598	alimentary system morphology variant	UPHENO:7001096	alimentary system morphology; alimentary system morphology variant
XPO:0101784	abnormal alimentary system morphology	UPHENO:7001096	alimentary system morphology; alimentary system morphology variant
WBPhenotype:0000899	epithelial cell morphology variant	UPHENO:7001099	epithelial cell morphology; epithelial cell morphology variant
XPO:0101850	abnormal epithelial cell morphology	UPHENO:7001099	epithelial cell morphology; epithelial cell morphology variant
WBPhenotype:0000904	muscle cell morphology variant	UPHENO:7001100	muscle cell morphology; muscle cell morphology variant
ZP:0131122	muscle cell morphology, abnormal	UPHENO:7001100	muscle cell morphology; muscle cell morphology variant
WBPhenotype:0001359	proctodeum morphology variant	UPHENO:7001104	proctodeum morphology; proctodeum morphology variant
XPO:0103233	abnormal proctodeum morphology	UPHENO:7001104	proctodeum morphology; proctodeum morphology variant
XPO:0101663	abnormal central nervous system morphology	UPHENO:7001107	central nervous system morphology
ZP:0000577	central nervous system morphology, abnormal	UPHENO:7001107	central nervous system morphology
