?baseClass	?baseLabel	?equivalentClass	?equivalentLabel
<http://purl.obolibrary.org/obo/HP_0005218>	"Anoperineal fistula"	<http://purl.obolibrary.org/obo/MP_0003317>	"anoperineal fistula"
<http://purl.obolibrary.org/obo/HP_0003307>	"Hyperlordosis"	<http://purl.obolibrary.org/obo/MP_0000162>	"lordosis"
<http://purl.obolibrary.org/obo/HP_0000037>	"Male pseudohermaphroditism"	<http://purl.obolibrary.org/obo/MP_0002789>	"male pseudohermaphroditism"
<http://purl.obolibrary.org/obo/HP_0001511>	"Intrauterine growth retardation"	<http://purl.obolibrary.org/obo/MP_0010865>	"prenatal growth retardation"
<http://purl.obolibrary.org/obo/HP_0009555>	"Hypoplasia of the pharynx"	<http://purl.obolibrary.org/obo/MP_0004555>	"pharynx hypoplasia"
<http://purl.obolibrary.org/obo/HP_0200023>	"Priapism"	<http://purl.obolibrary.org/obo/MP_0003415>	"priapism"
<http://purl.obolibrary.org/obo/HP_0000615>	"Abnormality of the pupil"	<http://purl.obolibrary.org/obo/MP_0001317>	"abnormal pupil morphology"
<http://purl.obolibrary.org/obo/HP_0012206>	"Abnormal sperm motility"	<http://purl.obolibrary.org/obo/MP_0002674>	"abnormal sperm motility"
<http://purl.obolibrary.org/obo/HP_0000054>	"Micropenis"	<http://purl.obolibrary.org/obo/HP_0008736>	"Hypoplasia of penis"
<http://purl.obolibrary.org/obo/HP_0012226>	"Ovarian teratoma"	<http://purl.obolibrary.org/obo/MP_0009442>	"increased ovarian teratoma incidence"
<http://purl.obolibrary.org/obo/HP_0040081>	"Abnormal levels of creatine kinase in blood"	<http://purl.obolibrary.org/obo/MP_0010089>	"abnormal circulating creatine kinase level"
<http://purl.obolibrary.org/obo/HP_0001257>	"Spasticity"	<http://purl.obolibrary.org/obo/MP_0012051>	"spasticity"
<http://purl.obolibrary.org/obo/MP_0004143>	"muscle hypertonia"	<http://purl.obolibrary.org/obo/MP_0012051>	"spasticity"
<http://purl.obolibrary.org/obo/HP_0001276>	"Hypertonia"	<http://purl.obolibrary.org/obo/MP_0012051>	"spasticity"
<http://purl.obolibrary.org/obo/HP_0009887>	"Abnormality of hair pigmentation"	<http://purl.obolibrary.org/obo/MP_0002075>	"abnormal coat/hair pigmentation"
<http://purl.obolibrary.org/obo/HP_0000782>	"Abnormality of the scapula"	<http://purl.obolibrary.org/obo/MP_0000149>	"abnormal scapula morphology"
<http://purl.obolibrary.org/obo/HP_0002014>	"Diarrhea"	<http://purl.obolibrary.org/obo/MP_0005036>	"diarrhea"
<http://purl.obolibrary.org/obo/MP_0004667>	"vertebral body hypoplasia"	<http://purl.obolibrary.org/obo/MP_0004670>	"small vertebral body"
<http://purl.obolibrary.org/obo/MP_0004610>	"small vertebrae"	<http://purl.obolibrary.org/obo/MP_0004670>	"small vertebral body"
<http://purl.obolibrary.org/obo/HP_0008417>	"Vertebral hypoplasia"	<http://purl.obolibrary.org/obo/MP_0004670>	"small vertebral body"
<http://purl.obolibrary.org/obo/HP_0008479>	"Hypoplastic vertebral bodies"	<http://purl.obolibrary.org/obo/MP_0004670>	"small vertebral body"
<http://purl.obolibrary.org/obo/HP_0010808>	"Protruding tongue"	<http://purl.obolibrary.org/obo/MP_0009908>	"protruding tongue"
<http://purl.obolibrary.org/obo/HP_0000796>	"Urethral obstruction"	<http://purl.obolibrary.org/obo/MP_0011801>	"urethra obstruction"
<http://purl.obolibrary.org/obo/HP_0006693>	"Myocardial steatosis"	<http://purl.obolibrary.org/obo/MP_0010535>	"myocardial steatosis"
<http://purl.obolibrary.org/obo/HP_0012639>	"Abnormality of nervous system morphology"	<http://purl.obolibrary.org/obo/MP_0003632>	"abnormal nervous system morphology"
<http://purl.obolibrary.org/obo/HP_0002011>	"Morphological abnormality of the central nervous system"	<http://purl.obolibrary.org/obo/MP_0003632>	"abnormal nervous system morphology"
<http://purl.obolibrary.org/obo/HP_0001943>	"Hypoglycemia"	<http://purl.obolibrary.org/obo/MP_0000189>	"hypoglycemia"
<http://purl.obolibrary.org/obo/HP_0002006>	"Facial cleft"	<http://purl.obolibrary.org/obo/MP_0008797>	"facial cleft"
<http://purl.obolibrary.org/obo/HP_0011588>	"Cervical aortic arch"	<http://purl.obolibrary.org/obo/MP_0004161>	"cervical aortic arch"
<http://purl.obolibrary.org/obo/HP_0005235>	"Jejunal atresia"	<http://purl.obolibrary.org/obo/MP_0011878>	"jejunum atresia"
<http://purl.obolibrary.org/obo/HP_0005404>	"Increase in B cell number"	<http://purl.obolibrary.org/obo/MP_0005014>	"increased B cell number"
<http://purl.obolibrary.org/obo/HP_0002858>	"Meningioma"	<http://purl.obolibrary.org/obo/MP_0010311>	"increased meningioma incidence"
<http://purl.obolibrary.org/obo/HP_0004890>	"Elevated pulmonary artery pressure"	<http://purl.obolibrary.org/obo/MP_0004012>	"increased pulmonary artery pressure"
<http://purl.obolibrary.org/obo/HP_0012249>	"Abnormal ST segment"	<http://purl.obolibrary.org/obo/MP_0003897>	"abnormal ST segment"
<http://purl.obolibrary.org/obo/HP_0009701>	"Metacarpal synostosis"	<http://purl.obolibrary.org/obo/MP_0004639>	"fused metacarpal bones"
<http://purl.obolibrary.org/obo/MP_0002461>	"increased immunoglobulin level"	<http://purl.obolibrary.org/obo/MP_0002493>	"increased IgG level"
<http://purl.obolibrary.org/obo/HP_0010702>	"Increased antibody level in blood"	<http://purl.obolibrary.org/obo/MP_0002493>	"increased IgG level"
<http://purl.obolibrary.org/obo/HP_0003237>	"Increased IgG level"	<http://purl.obolibrary.org/obo/MP_0002493>	"increased IgG level"
<http://purl.obolibrary.org/obo/HP_0008628>	"Abnormality of the stapes"	<http://purl.obolibrary.org/obo/MP_0005107>	"abnormal stapes morphology"
<http://purl.obolibrary.org/obo/HP_0040107>	"Morphological abnormality of the posterior semicircular canal"	<http://purl.obolibrary.org/obo/MP_0002858>	"abnormal posterior semicircular canal morphology"
<http://purl.obolibrary.org/obo/HP_0011576>	"Intermediate atrioventricular canal defect"	<http://purl.obolibrary.org/obo/MP_0010415>	"intermediate atrioventricular septal defect"
<http://purl.obolibrary.org/obo/HP_0010978>	"Abnormality of immune system physiology"	<http://purl.obolibrary.org/obo/MP_0001790>	"abnormal immune system physiology"
<http://purl.obolibrary.org/obo/HP_0000458>	"Anosmia"	<http://purl.obolibrary.org/obo/MP_0004512>	"anosmia"
<http://purl.obolibrary.org/obo/HP_0012087>	"Abnormal mitochondrial shape"	<http://purl.obolibrary.org/obo/MP_0011633>	"abnormal mitochondrial shape"
<http://purl.obolibrary.org/obo/HP_0000602>	"Ophthalmoplegia"	<http://purl.obolibrary.org/obo/MP_0003689>	"ophthalmoplegia"
<http://purl.obolibrary.org/obo/HP_0003237>	"Increased IgG level"	<http://purl.obolibrary.org/obo/HP_0010702>	"Increased antibody level in blood"
<http://purl.obolibrary.org/obo/HP_0030358>	"Non-small cell lung carcinoma"	<http://purl.obolibrary.org/obo/MP_0008716>	"increased lung non-small cell carcinoma incidence"
<http://purl.obolibrary.org/obo/HP_0011111>	"Abnormality of immune serum protein physiology"	<http://purl.obolibrary.org/obo/MP_0002723>	"abnormal immune serum protein physiology"
<http://purl.obolibrary.org/obo/HP_0040064>	"Abnormality of limbs"	<http://purl.obolibrary.org/obo/MP_0002109>	"abnormal limb morphology"
<http://purl.obolibrary.org/obo/HP_0040068>	"Abnormality of limb bone"	<http://purl.obolibrary.org/obo/MP_0002109>	"abnormal limb morphology"
<http://purl.obolibrary.org/obo/HP_0002813>	"Abnormality of limb bone morphology"	<http://purl.obolibrary.org/obo/MP_0002109>	"abnormal limb morphology"
<http://purl.obolibrary.org/obo/HP_0005518>	"Erythrocyte macrocytosis"	<http://purl.obolibrary.org/obo/MP_0002590>	"increased mean corpuscular volume"
<http://purl.obolibrary.org/obo/HP_0001028>	"Hemangioma"	<http://purl.obolibrary.org/obo/MP_0002947>	"increased hemangioma incidence"
<http://purl.obolibrary.org/obo/HP_0012608>	"Hypermagnesiuria"	<http://purl.obolibrary.org/obo/MP_0011435>	"increased urine magnesium level"
<http://purl.obolibrary.org/obo/HP_0012506>	"Small pituitary gland"	<http://purl.obolibrary.org/obo/MP_0005361>	"small pituitary gland"
<http://purl.obolibrary.org/obo/HP_0000882>	"Hypoplastic scapulae"	<http://purl.obolibrary.org/obo/MP_0004340>	"short scapula"
<http://purl.obolibrary.org/obo/HP_0011622>	"Inlet ventricular septal defect"	<http://purl.obolibrary.org/obo/MP_0010419>	"inlet ventricular septal defect"
<http://purl.obolibrary.org/obo/HP_0002069>	"Generalized tonic-clonic seizures"	<http://purl.obolibrary.org/obo/MP_0003997>	"tonic-clonic seizures"
<http://purl.obolibrary.org/obo/HP_0000486>	"Strabismus"	<http://purl.obolibrary.org/obo/MP_0005254>	"strabismus"
<http://purl.obolibrary.org/obo/HP_0000565>	"Esotropia"	<http://purl.obolibrary.org/obo/MP_0005254>	"strabismus"
<http://purl.obolibrary.org/obo/HP_0012337>	"Abnormal homeostasis"	<http://purl.obolibrary.org/obo/MP_0001764>	"abnormal homeostasis"
<http://purl.obolibrary.org/obo/HP_0012269>	"Abnormal muscle glycogen content"	<http://purl.obolibrary.org/obo/MP_0014068>	"abnormal muscle glycogen level"
<http://purl.obolibrary.org/obo/HP_0045009>	"Abnormal morphology of the radius"	<http://purl.obolibrary.org/obo/MP_0000552>	"abnormal radius morphology"
<http://purl.obolibrary.org/obo/HP_0040253>	"Increased size of the clitoris"	<http://purl.obolibrary.org/obo/MP_0003529>	"enlarged clitoris"
<http://purl.obolibrary.org/obo/HP_0000057>	"obsolete Clitoromegaly"	<http://purl.obolibrary.org/obo/MP_0003529>	"enlarged clitoris"
<http://purl.obolibrary.org/obo/HP_0000531>	"Corneal crystals"	<http://purl.obolibrary.org/obo/MP_0005544>	"corneal deposits"
<http://purl.obolibrary.org/obo/HP_0000971>	"Abnormality of the sweat gland"	<http://purl.obolibrary.org/obo/MP_0000674>	"abnormal sweat gland morphology"
<http://purl.obolibrary.org/obo/HP_0001987>	"Hyperammonemia"	<http://purl.obolibrary.org/obo/MP_0005309>	"increased circulating ammonia level"
<http://purl.obolibrary.org/obo/HP_0000613>	"Photophobia"	<http://purl.obolibrary.org/obo/MP_0013787>	"photophobia"
<http://purl.obolibrary.org/obo/HP_0007772>	"Impaired smooth pursuit"	<http://purl.obolibrary.org/obo/MP_0006156>	"abnormal visual pursuit"
<http://purl.obolibrary.org/obo/HP_0100806>	"Sepsis"	<http://purl.obolibrary.org/obo/MP_0005044>	"sepsis"
<http://purl.obolibrary.org/obo/HP_0000080>	"Abnormality of reproductive system physiology"	<http://purl.obolibrary.org/obo/MP_0001919>	"abnormal reproductive system physiology"
<http://purl.obolibrary.org/obo/HP_0002019>	"Constipation"	<http://purl.obolibrary.org/obo/MP_0003267>	"constipation"
<http://purl.obolibrary.org/obo/HP_0001342>	"Cerebral hemorrhage"	<http://purl.obolibrary.org/obo/MP_0001916>	"intracerebral hemorrhage"
<http://purl.obolibrary.org/obo/HP_0003074>	"Hyperglycemia"	<http://purl.obolibrary.org/obo/MP_0001559>	"hyperglycemia"
<http://purl.obolibrary.org/obo/HP_0006000>	"Ureteral obstruction"	<http://purl.obolibrary.org/obo/MP_0003587>	"ureter obstruction"
<http://purl.obolibrary.org/obo/HP_0002251>	"Aganglionic megacolon"	<http://purl.obolibrary.org/obo/MP_0002731>	"megacolon"
<http://purl.obolibrary.org/obo/HP_0008661>	"Urethral stenosis"	<http://purl.obolibrary.org/obo/MP_0003592>	"urethra stricture"
<http://purl.obolibrary.org/obo/HP_0040163>	"Abnormal pelvis bone morphology"	<http://purl.obolibrary.org/obo/MP_0004509>	"abnormal pelvic girdle bone morphology"
<http://purl.obolibrary.org/obo/HP_0002644>	"Abnormality of pelvic girdle bone morphology"	<http://purl.obolibrary.org/obo/MP_0004509>	"abnormal pelvic girdle bone morphology"
<http://purl.obolibrary.org/obo/HP_0010772>	"Anomalous pulmonary venous return"	<http://purl.obolibrary.org/obo/MP_0010440>	"anomalous pulmonary venous connection"
<http://purl.obolibrary.org/obo/HP_0030084>	"Clinodactyly"	<http://purl.obolibrary.org/obo/MP_0006253>	"clinodactyly"
<http://purl.obolibrary.org/obo/HP_0012864>	"Abnormal sperm morphology"	<http://purl.obolibrary.org/obo/MP_0005578>	"teratozoospermia"
<http://purl.obolibrary.org/obo/HP_0012723>	"Sinoatrial block"	<http://purl.obolibrary.org/obo/MP_0010520>	"sinoatrial block"
<http://purl.obolibrary.org/obo/HP_0040012>	"Chromosome breakage"	<http://purl.obolibrary.org/obo/MP_0008866>	"chromosomal instability"
<http://purl.obolibrary.org/obo/MP_0004028>	"chromosome breakage"	<http://purl.obolibrary.org/obo/MP_0008866>	"chromosomal instability"
<http://purl.obolibrary.org/obo/HP_0003220>	"Abnormality of chromosome stability"	<http://purl.obolibrary.org/obo/MP_0008866>	"chromosomal instability"
<http://purl.obolibrary.org/obo/HP_0002414>	"Spina bifida"	<http://purl.obolibrary.org/obo/HP_0045005>	"Neural tube defect"
<http://purl.obolibrary.org/obo/HP_0010301>	"Spinal dysraphism"	<http://purl.obolibrary.org/obo/HP_0045005>	"Neural tube defect"
<http://purl.obolibrary.org/obo/HP_0001334>	"Communicating hydrocephalus"	<http://purl.obolibrary.org/obo/MP_0001893>	"non-obstructive hydrocephaly"
<http://purl.obolibrary.org/obo/HP_0005920>	"Abnormality of the epiphyses of the phalanges of the hand"	<http://purl.obolibrary.org/obo/HP_0005924>	"Abnormality of the epiphyses of the hand"
<http://purl.obolibrary.org/obo/HP_0001254>	"Lethargy"	<http://purl.obolibrary.org/obo/MP_0005202>	"lethargy"
<http://purl.obolibrary.org/obo/HP_0001115>	"Posterior polar cataract"	<http://purl.obolibrary.org/obo/MP_0010260>	"posterior polar cataracts"
<http://purl.obolibrary.org/obo/HP_0007430>	"Generalized edema"	<http://purl.obolibrary.org/obo/MP_0013807>	"generalized edema"
<http://purl.obolibrary.org/obo/HP_0004313>	"Decreased antibody level in blood"	<http://purl.obolibrary.org/obo/HP_0004315>	"IgG deficiency"
<http://purl.obolibrary.org/obo/HP_0009926>	"Increased lacrimation"	<http://purl.obolibrary.org/obo/MP_0020219>	"increased tear production"
<http://purl.obolibrary.org/obo/MP_0001349>	"excessive tearing"	<http://purl.obolibrary.org/obo/MP_0020219>	"increased tear production"
<http://purl.obolibrary.org/obo/HP_0002153>	"Hyperkalemia"	<http://purl.obolibrary.org/obo/MP_0012339>	"hyperkalemia"
<http://purl.obolibrary.org/obo/MP_0005627>	"increased circulating potassium level"	<http://purl.obolibrary.org/obo/MP_0012339>	"hyperkalemia"
<http://purl.obolibrary.org/obo/HP_0100629>	"Midline facial cleft"	<http://purl.obolibrary.org/obo/MP_0000108>	"midline facial cleft"
<http://purl.obolibrary.org/obo/HP_0011096>	"Peripheral demyelination"	<http://purl.obolibrary.org/obo/MP_0000921>	"demyelination"
<http://purl.obolibrary.org/obo/HP_0002924>	"Decreased circulating aldosterone level"	<http://purl.obolibrary.org/obo/HP_0004319>	"Hypoaldosteronism"
<http://purl.obolibrary.org/obo/HP_0012505>	"Enlarged pituitary gland"	<http://purl.obolibrary.org/obo/MP_0000636>	"enlarged pituitary gland"
<http://purl.obolibrary.org/obo/HP_0002094>	"Dyspnea"	<http://purl.obolibrary.org/obo/HP_0002098>	"Respiratory distress"
<http://purl.obolibrary.org/obo/HP_0200037>	"Skin vesicle"	<http://purl.obolibrary.org/obo/MP_0001208>	"blistering"
<http://purl.obolibrary.org/obo/HP_0008066>	"Abnormal blistering of the skin"	<http://purl.obolibrary.org/obo/MP_0001208>	"blistering"
<http://purl.obolibrary.org/obo/HP_0002619>	"Varicose veins"	<http://purl.obolibrary.org/obo/MP_0006136>	"varicose veins"
<http://purl.obolibrary.org/obo/HP_0000573>	"Retinal hemorrhage"	<http://purl.obolibrary.org/obo/MP_0006185>	"retinal hemorrhage"
<http://purl.obolibrary.org/obo/HP_0002398>	"Degeneration of anterior horn cells"	<http://purl.obolibrary.org/obo/MP_0000938>	"motor neuron degeneration"
<http://purl.obolibrary.org/obo/HP_0002090>	"Pneumonia"	<http://purl.obolibrary.org/obo/MP_0001861>	"lung inflammation"
<http://purl.obolibrary.org/obo/HP_0012776>	"Abnormality of the ciliary body"	<http://purl.obolibrary.org/obo/MP_0005099>	"abnormal ciliary body morphology"
<http://purl.obolibrary.org/obo/HP_0000123>	"Nephritis"	<http://purl.obolibrary.org/obo/MP_0001859>	"kidney inflammation"
<http://purl.obolibrary.org/obo/HP_0100508>	"Abnormality of vitamin metabolism"	<http://purl.obolibrary.org/obo/MP_0003639>	"abnormal response to vitamins"
<http://purl.obolibrary.org/obo/HP_0009124>	"Abnormality of adipose tissue"	<http://purl.obolibrary.org/obo/MP_0000003>	"abnormal adipose tissue morphology"
<http://purl.obolibrary.org/obo/HP_0003641>	"Hemoglobinuria"	<http://purl.obolibrary.org/obo/MP_0000315>	"hemoglobinuria"
<http://purl.obolibrary.org/obo/HP_0010605>	"Chalazion"	<http://purl.obolibrary.org/obo/MP_0013390>	"Meibomian gland cyst"
<http://purl.obolibrary.org/obo/HP_0002110>	"Bronchiectasis"	<http://purl.obolibrary.org/obo/MP_0011012>	"bronchiectasis"
<http://purl.obolibrary.org/obo/HP_0006695>	"Atrioventricular canal defect"	<http://purl.obolibrary.org/obo/HP_0011577>	"Partial atrioventricular canal defect"
<http://purl.obolibrary.org/obo/HP_0006872>	"Cerebral hypoplasia"	<http://purl.obolibrary.org/obo/MP_0000785>	"telencephalon hypoplasia"
<http://purl.obolibrary.org/obo/HP_0008249>	"Thyroid hyperplasia"	<http://purl.obolibrary.org/obo/MP_0003498>	"thyroid gland hyperplasia"
<http://purl.obolibrary.org/obo/HP_0000151>	"Aplasia of the uterus"	<http://purl.obolibrary.org/obo/MP_0003558>	"absent uterus"
<http://purl.obolibrary.org/obo/HP_0003862>	"Absent humerus"	<http://purl.obolibrary.org/obo/MP_0004352>	"absent humerus"
<http://purl.obolibrary.org/obo/HP_0030277>	"Abnormal vertebral pedicle morphology"	<http://purl.obolibrary.org/obo/MP_0004604>	"abnormal vertebral pedicle morphology"
<http://purl.obolibrary.org/obo/HP_0002588>	"Duodenal ulcer"	<http://purl.obolibrary.org/obo/MP_0003273>	"duodenal ulcer"
<http://purl.obolibrary.org/obo/HP_0004963>	"Calcification of the aorta"	<http://purl.obolibrary.org/obo/MP_0010522>	"calcified aorta"
<http://purl.obolibrary.org/obo/HP_0010674>	"Abnormality of the curvature of the vertebral column"	<http://purl.obolibrary.org/obo/HP_0100795>	"Abnormally straight spine"
<http://purl.obolibrary.org/obo/HP_0012603>	"Abnormal urine sodium concentration"	<http://purl.obolibrary.org/obo/MP_0006274>	"abnormal urine sodium level"
<http://purl.obolibrary.org/obo/HP_0012081>	"Enlarged cerebellum"	<http://purl.obolibrary.org/obo/MP_0008914>	"enlarged cerebellum"
<http://purl.obolibrary.org/obo/HP_0000860>	"Parathyroid hypoplasia"	<http://purl.obolibrary.org/obo/MP_0003494>	"parathyroid hypoplasia"
<http://purl.obolibrary.org/obo/HP_0002028>	"Chronic diarrhea"	<http://purl.obolibrary.org/obo/MP_0001665>	"chronic diarrhea"
<http://purl.obolibrary.org/obo/HP_0001009>	"Telangiectasia"	<http://purl.obolibrary.org/obo/MP_0004175>	"telangiectases"
<http://purl.obolibrary.org/obo/HP_0005479>	"IgE deficiency"	<http://purl.obolibrary.org/obo/MP_0002492>	"decreased IgE level"
<http://purl.obolibrary.org/obo/HP_0012167>	"Hair-pulling"	<http://purl.obolibrary.org/obo/MP_0002808>	"abnormal barbering behavior"
<http://purl.obolibrary.org/obo/HP_0002493>	"Upper motor neuron dysfunction"	<http://purl.obolibrary.org/obo/HP_0007256>	"Abnormal pyramidal signs"
<http://purl.obolibrary.org/obo/HP_0011613>	"Interrupted aortic arch type B"	<http://purl.obolibrary.org/obo/MP_0011659>	"interrupted aortic arch, type b"
<http://purl.obolibrary.org/obo/HP_0003270>	"Abdominal distention"	<http://purl.obolibrary.org/obo/MP_0001270>	"distended abdomen"
<http://purl.obolibrary.org/obo/HP_0011611>	"Interrupted aortic arch"	<http://purl.obolibrary.org/obo/MP_0004157>	"interrupted aortic arch"
